Fill,Fill Start,Fill End,Energy [GeV],Filling Scheme,Stable B. time [h],Turnaround time [h],Injection time [h],Ramp time [h],Particle B1,Particle B2,# Bunches B1,# Bunches B2,# Coll. IP 1/5,# Coll. IP 2,# Coll. IP 8,beta* IP 1 [m],beta* IP 5 [m],beta* IP 2 [m],beta* IP 8 [m],Xing Angle IP 1 [urad],Xing Angle IP 5 [urad],Xing Angle IP 2 [urad],Xing Angle IP 8 [urad],Spectrometer IP 2 [urad],Spectrometer IP 8 [urad],Intensity B1 [1e11 ppb],Intensity B2 [1e11 ppb],Bnch Len B1 [ns],Bnch Len B2 [ns],Emittance B1 H [um],Emittance B1 V [um],Emittance B2 H [um],Emittance B2 V [um],ATLAS Peak Lumi [Hz/ub],CMS Peak Lumi [Hz/ub],ALICE Peak Lumi [Hz/ub],LHCb Peak Lumi [Hz/ub],Lumi Lifetime Start [h],Lumi Lifetime End [h],ATLAS Int. Lumi [1/nb],CMS Int. Lumi [1/nb],ALICE Int. Lumi [1/nb],LHCb Int. Lumi [1/nb]
10149,1727420899000,1727432245000,6397.92,,0,0,0.8152779999999999,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10148,1727410440000,1727420899000,6799.56,,0,0,0.6455560000000000,0.35583300000000001,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,0.0000000000000000000,0.00000000000000000000,2.348640000000000,1.9827809999999999,2.2240560000000000,2.0928119999999999,6.754956000000000,7.232875000000000,0,,-10591.316156000001,-10591.316156000001,0,0,,
10147,1727397802000,1727410440000,6799.56,,0,0,0.8888890000000000,0.355,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,0.00000000000000000000,0.0000000000000000000,2.4858920000000002,2.0952039999999998,2.413970000000000,2.194577000000000,6.457461000000000,6.791532000000000,0,,-888466.6854470000,-888466.6854470000,0,0,,
10146,1727394644000,1727397802000,449.76,,0,0,0.7258330000000000,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10145,1727384732000,1727394644000,6798.96,,0,0,2.0625,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10144,1727360763000,1727384732000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,4.6225,2.036389000000000,1.0641670000000001,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.619262000000000,1.620811000000000,0.00000000000000000000,0.00000000000000000000,1.724570000000000,1.6812499999999999,1.6415370000000000,1.637078000000000,21830.48046900,21089.6171880,9.975645999999999,1849.2288820000001,-63353207.28350900,298365.00611700001,338195.42097500002,325809.14507899998,143.63032000000001,27682.269055000001
10143,1727350457000,1727360763000,6799.44,25ns_2352b_2340_2004_2133_108bpi_24inj,0.5997220000000000,2.4155560000000000,1.1147220000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.617143000000000,1.6173379999999999,0.00000000000000000000,0.00000000000000000000,1.620765000000000,1.6230080000000000,1.6967369999999999,1.658492000000000,21347.595703000,20562.525391000,10.13649800000000,1841.36084000000,8266.72597800000,8266.72597800000,33687.04830900000,33269.80697400000,17.37111500000000,3260.142267000000
10142,1727335157000,1727350457000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,0.9575,3.9347219999999998,1.0375,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6070370000000000,1.6127870000000000,0.00000000000000000000,0.00000000000000000000,1.5782510000000001,1.659932000000000,1.7205600000000001,1.6305689999999999,21238.4453120,20819.453125,10.13078500000000,1878.8748780000001,4900702.093020000,4900702.093020000,62427.72148100000,61274.26408000000,29.242083000000001,5703.120010000000
10141,1727320029000,1727335157000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,1.3727780000000001,7.947222000000000,1.0375,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6262840000000001,1.6306989999999999,0.00000000000000000000,0.00000000000000000000,1.597180000000000,1.666192000000000,1.6965290000000000,1.7122299999999999,21373.853516000,20614.431641000,9.458342999999999,2223.239990000000,-1087813.0996870000,-1087813.0996870000,91827.69738800000,89478.8339880000,41.02850300000000,9267.002237999999
10140,1727298648000,1727320029000,6799.08,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10139,1727071311000,1727298648000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,1.4111110000000000,63.65,1.2633330000000000,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.61518000000000,1.6237349999999999,0.00000000000000000000,0.00000000000000000000,1.6059880000000000,1.6942640000000000,1.679510000000000,1.688947000000000,21477.9375,20735.48046900,9.84620200000000,2307.510986000000,1231654.204907000,1231654.204907000,93347.36399800000,91474.12445600001,42.01420100000000,9659.671375000000
10138,1727017184000,1727071311000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,7.226389000000000,5.914722000000000,1.0297220000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6130880000000001,1.615756000000000,0.0000000000000000000,0.00000000000000000000,1.6263390000000000,1.652553000000000,1.611373000000000,1.6554949999999999,21986.291016000,20726.822266000,10.050886000000000,1880.15283200000,949707.3218740000,144091.41777000000,521684.40625,120425.82932700000,220.0085250000000,42273.22787800000
10137,1726980480000,1727017184000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,8.221667000000000,15.2075,1.045,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6400740000000000,1.6386019999999999,0.00000000000000000000,0.00000000000000000000,1.6187510000000001,1.5940760000000000,1.668291000000000,1.708338000000000,21825.111328000,22300.5390620,10.096831000000000,1875.1337890000,1494363.3883890000,1073487.767261000,610298.8613130000,601894.5909230000,255.2486370000000,49233.13407600000
10136,1726979724000,1726980480000,1430.76,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10135,1726932745000,1726979724000,6798.96,,0,0,4.003611000000000,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10134,1726881918000,1726932745000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,12.098333000000000,4.791389000000000,1.103611000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6261399999999999,1.628624000000000,0.0000000000000000000,0.00000000000000000000,1.5763790000000000,1.6161000000000001,1.7003919999999999,1.6943290000000000,21823.318359000,21158.111328000,10.075773999999999,1836.8841550000000,-298727.37485000002,37072.04340900000,866029.1149600000,841676.9307480000,377.3913240000000,72092.64359399999
10133,1726878856000,1726881918000,3086.76,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10132,1726839709000,1726878856000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,6.811111000000000,4.320556000000000,1.0725,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6148320000000000,1.6126560000000001,0.0000000000000000000,0.0000000000000000000,1.6587209999999999,1.6618070000000000,1.7455940000000001,1.7146809999999999,21707.568359000,21000.650391000,10.637738000000001,1876.7593990000000,19242129.486067001,1115417.8553319999,493669.75,478029.3260380000,207.3447630000000,40130.14268700000
10131,1726831850000,1726839709000,6798.96,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10130,1726777303000,1726831850000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,12.975555999999999,16.720555999999998,1.2005560000000000,0.3547220000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.629458000000000,1.624709000000000,0.00000000000000000000,0.0000000000000000000,1.5904640000000001,1.578230000000000,1.586601000000000,1.6756700000000000,21804.130859000,21046.171875,9.928611000000000,1879.1539310000001,-16875.08788200000,46794.63274200000,908175.4581300000,883548.5604190000,401.27076699999998,77184.88749100000
10129,1726756122000,1726777303000,3566.64,,0,0,0.7061110000000000,0.15333300000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,0.00000000000000000000,0.00000000000000000000,6.005882000000000,3.399181000000000,7.804642000000000,4.6301319999999997,0.1780640000000000,0.21451300000000001,0.09785099999999999,0.25454500000000002,40444.14768100000,40444.14768100000,0,0,,0
10128,1726725266000,1726756122000,6422.52,,0,0,0,0.15361100000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10127,1726682358000,1726725266000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,9.518056000000000,2.5413890000000001,1.0586110000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6009840000000000,1.6046119999999999,0.000000000000000000,0.00000000000000000000,1.6524930000000000,1.5652580000000000,1.6076720000000000,1.6718310000000001,21779.638672000,21026.220703000,9.855362000000000,1882.5731200000000,-1129040.5513190001,47472.2984420000,695965.9033200000,675853.9974859999,295.7251730000000,56640.819575000001
10126,1726638165000,1726682358000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,9.863889000000000,2.1772220000000000,1.0816669999999999,0.3547220000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6228600000000000,1.6178129999999999,0.00000000000000000000,0.00000000000000000000,1.631675000000000,1.6772510000000000,1.6785319999999999,1.6288060000000000,22069.591797000,20912.263672000,9.94686500000000,2318.403564000000,-4416169.6778870001,45731.05481400000,716588.545425000,695578.0932200000,302.11759699999999,60820.12791600000
10125,1726581515000,1726638165000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,13.635278000000000,4.348333000000000,1.0572220000000001,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6243609999999999,1.6207609999999999,0.00000000000000000000,0.00000000000000000000,1.66423100000000,1.5958520000000000,1.6804640000000000,1.684183000000000,21986.203125,20963.189453000,10.017682000000001,2209.586670000000,983952.0166820000,38425.656514000,940733.9375,914480.2773590001,423.34533399999998,82018.68710900001
10124,1726580950000,1726581515000,59.16,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10123,1726564727000,1726580950000,6799.44,25ns_2352b_2340_2004_2133_108bpi_24inj,0.235,2.267778000000000,1.1908330000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.62979000000000,1.631920000000000,0.00000000000000000000,0.00000000000000000000,1.6166959999999999,1.5476259999999999,1.74557900000000,1.7233870000000000,17146.298828000,16154.37109400,9.196787000000000,1796.782471000000,,,6427.6202389999999,4238.314533000000,3.622162000000000,781.0749100000000
10122,1726504145000,1726564727000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,15.07,7.6738890000000000,1.0013890000000001,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6295759999999999,1.6350929999999999,0.00000000000000000000,0.00000000000000000000,1.6665440000000000,1.7792049999999999,1.6010180000000001,1.6774880000000001,21781.66015600,20995.2109380,10.068905000000001,1855.8890380000000,-1803993.4314400000,29706.8016100000,1014858.1295930000,986380.1199250000,469.15962700000000,90204.27719700000
10121,1726502060000,1726504145000,3566.64,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10120,1726482748000,1726502060000,6799.2,,0,0,0.6897219999999999,0.37805600000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10119,1726471073000,1726482748000,6799.44,25ns_2352b_2340_2004_2133_108bpi_24inj,0.8575,2.461389000000000,1.3869440000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6098939999999999,1.6075400000000000,0.0000000000000000000,0.00000000000000000000,1.6143660000000000,1.7830379999999999,1.6341509999999999,1.6884459999999999,21418.6796880,20826.3125,9.485518000000001,1925.137451000000,-803309.6111140000,-803309.6111140000,53301.53335600000,52804.18571700000,25.619503000000002,4833.701294000000
10118,1726411519000,1726471073000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,14.456111000000000,1.9744440000000001,1.0194440000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.61811300000000,1.6162500000000000,0.00000000000000000000,0.00000000000000000000,1.659621000000000,1.7430610000000000,1.6902580000000000,1.7136979999999999,21715.912109000,21323.05859400,10.063969000000000,1836.1627200000000,701042.2158210000,41568.82070500000,973269.514755000,957721.5576650000,448.70955700000002,77120.078125
10117,1726402450000,1726411519000,6799.44,25ns_2352b_2340_2004_2133_108bpi_24inj,0.6883330000000000,1.9169440000000000,1.0144439999999999,0.3547220000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6096940000000000,1.6130650000000000,0.00000000000000000000,0.00000000000000000000,1.6347210000000001,1.7539590000000000,1.7011320000000001,1.657698000000000,21298.673828000,21555.57421900,9.189176000000000,1838.025635000000,-55543.16407500000,-55543.16407500000,39213.28862000000,38922.48748200000,20.506257000000002,3789.6759630000001
10116,1726338797000,1726402450000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,13.933332999999999,3.676111000000000,1.0833330000000001,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6207750000000001,1.6221680000000001,0.00000000000000000000,0.00000000000000000000,1.5388310000000001,1.661213000000000,1.6541680000000001,1.703307000000000,21933.705078000,21913.451172000,10.34368900000000,1893.740967000000,1233253.3823420000,49299.623225000003,951322.1141660000,944225.0467830000,432.81023399999998,82692.05707900001
10115,1726293440000,1726338797000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,10.714722000000000,2.388611000000000,1.121389000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6265670000000001,1.6263190000000001,0.00000000000000000000,0.00000000000000000000,1.6615279999999999,1.731156000000000,1.67570600000000,1.6770740000000000,21785.61328100,21659.818359000,10.257685000000000,1900.5205080000,121735.24342100001,46012.56968500000,782328.9737550000,770751.4346580000,331.9693260000000,63888.38948800000
10114,1726293215000,1726293440000,59.28,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10113,1726292061000,1726293215000,4983.24,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10112,1726258220000,1726292061000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,7.265556000000000,5.493056000000000,1.0347219999999999,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6198370000000000,1.6171240000000000,0.00000000000000000000,0.00000000000000000000,1.687072000000000,1.6932290000000001,1.4942110000000000,1.5852750000000000,21867.599609000,20928.77734400,9.845357000000000,1832.0509030000001,-1660555.5810710001,-10431640.643206000,532385.5,515161.44536200003,223.98223999999999,43057.61439200000
10111,1726253021000,1726258220000,6799.08,,0,0,0.465,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10110,1726245637000,1726253021000,6799.32,,0,0,1.0283329999999999,0.3547220000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10109,1726237834000,1726245637000,6799.44,25ns_2352b_2340_2004_2133_108bpi_24inj,0.23166700000000001,11.390556000000000,1.2891670000000000,0.3547220000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6056910000000000,1.6101540000000001,0.00000000000000000000,0.0000000000000000000,1.65195000000000,2.5203129999999998,1.5783210000000001,1.5855060000000001,16594.078125,16039.01171900,9.21507500000000,1844.9017329999999,,,10554.344040000000,7606.510969000000,6.274076000000000,1159.0632720000001
10108,1726205035000,1726237834000,6799.2,,0,0,1.163889000000000,0.3547220000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10107,1726150430000,1726205035000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,13.430555999999999,2.4883329999999999,1.0672219999999999,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.616910000000000,1.6155480000000000,0.00000000000000000000,0.00000000000000000000,1.54188400000000,1.5338769999999999,1.5456080000000001,1.656874000000000,21715.92578100,21139.99609400,9.884653000000000,1911.05224600000,-174183.04686500001,36524.93134100000,921546.329865000,846942.1855950000,416.3241190000000,79274.15404300000
10106,1726146410000,1726150430000,6798.96,,0,0,0.3136110000000000,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10105,1726072508000,1726146410000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,14.604167000000000,6.013333000000000,1.1627780000000001,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6028620000000000,1.6109480000000000,0.00000000000000000000,0.0000000000000000000,1.487435000000000,1.4615410000000000,1.7016380000000000,1.6801020000000000,21680.37890600,21052.412109000,9.958978000000000,1876.7427980000000,1118884.4345450001,36308.502197000002,977171.8681340000,951311.3902230000,453.50299500000000,86589.91045600000
10104,1726046369000,1726072508000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,3.6597219999999999,8.0775,2.7827780000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6023950000000000,1.6045940000000001,0.00000000000000000000,0.00000000000000000000,1.6943060000000001,1.588939000000000,1.7810699999999999,1.7773040000000000,22555.52734400,21687.2265620,9.834421000000001,2249.56201200000,-22615.78041100000,-95093.67011599999,236729.12510700000,234889.8167740000,112.43187600000000,17348.6953120
10103,1726031257000,1726046369000,499.56,,0,0,0.8705560000000000,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10102,1726021881000,1726031257000,6799.32,25ns_2352b_2340_2004_2133_108bpi_24inj,0.04527800000000000,4.541389000000000,1.325,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6229780000000000,1.6291439999999999,0.00000000000000000000,0.00000000000000000000,0.2441300000000000,0.2510930000000000,1.336903000000000,1.258813000000000,0,6728.33984400,0,0.003885000000000000,,,0.03553500000000000,33.6353870000000,0,2.514507000000000
10101,1726013681000,1726021881000,6799.32,,0,0,1.2572220000000001,0.3547220000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10100,1725954232000,1726013681000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,12.051667000000000,4.450556000000000,1.9088890000000001,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6050169999999999,1.6024170000000000,0.00000000000000000000,0.00000000000000000000,1.7306580000000000,1.6296649999999999,1.9091450000000001,1.8697610000000000,21478.826172000,21206.958984000,10.535786000000000,1847.39209000000,2828109.6988760000,38482.3172050000,852530.5817869999,826006.147600000,374.793972000000,71416.3791270000
10099,1725927252000,1725954232000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,5.514444000000000,2.015278000000000,1.1047220000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6074409999999999,1.6100080000000001,0.0000000000000000000,0.00000000000000000000,1.6268530000000001,1.6116029999999999,1.7822549999999999,1.760523000000000,21730.595703000,21025.841797000,9.558368000000000,1845.1199950000000,-12104948.190088000,3803324.5802090000,403900.96875,391389.832113000,172.13856999999999,32789.47071200000
10098,1725899677000,1725927252000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,4.74,2.9305560000000002,1.131389000000000,0.3547220000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6084860000000001,1.6112200000000001,0.00000000000000000000,0.00000000000000000000,1.6087389999999999,1.6075590000000000,1.8830899999999999,1.754745000000000,21868.244141000,20970.724609000,9.702128000000000,1857.712158000000,2866823.721302000,452385.89104800002,338078.9760130000,327600.1933360000,144.6479600000000,27921.1416820000
10097,1725846924000,1725899677000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,12.619444000000000,2.120833000000000,1.1047220000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6022400000000001,1.6044650000000000,0.00000000000000000000,0.0000000000000000000,1.7780710000000000,2.5740300000000000,1.712593000000000,1.7186280000000000,21720.412109000,20900.47265600,10.163429000000001,2343.513428000000,-1766364.5167850000,53559.518467000002,875529.0305790000,464503.0085930000,391.91912100000002,74973.74222099999
10096,1725819407000,1725846924000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,5.235556000000000,2.297222000000000,1.366111000000000,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6237480000000000,1.625451000000000,0.00000000000000000000,0.00000000000000000000,1.8321940000000001,2.571637000000000,1.737710000000000,1.691973000000000,21659.29296900,21128.828125,9.752877000000000,1864.9244380000000,-88544765.04428799,-2922973.2853560001,373334.15911900002,344333.64829400001,157.35236100000000,30097.4197850000
10095,1725759357000,1725819407000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,14.06638900000000,3.2577780000000001,1.1280559999999999,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6064730000000000,1.6195250000000001,0.0000000000000000000,0.00000000000000000000,1.743723000000000,2.476256000000000,1.7247040000000000,1.6873520000000000,21825.546875,21003.826172000,10.260550000000000,1870.3775630000000,-14000088.962973000,42917.350664999998,950925.7177430000,926862.0000210000,439.0865670000000,83472.35441700000
10094,1725737629000,1725759357000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,3.3925,2.0188890000000002,1.0552779999999999,0.3552780000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.608381000000000,1.6066620000000000,0.00000000000000000000,0.00000000000000000000,1.8027610000000001,2.4978639999999999,1.750940000000000,1.759137000000000,21776.84765600,21202.9453120,9.58822300000000,1863.0372310000000,1324752.453002000,1114731.9383350001,238672.14767499999,231646.60813300000,103.36977200000000,19813.38360300000
10093,1725712434000,1725737629000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,2.7405560000000002,4.157778000000000,1.18,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.612017000000000,1.6130310000000001,0.00000000000000000000,0.0000000000000000000,1.820337000000000,2.5156209999999999,1.705244000000000,1.8125929999999999,21801.453125,20767.728516000,9.705939000000001,1796.3682859999999,-1632164.5065760000,-471060.6702990000,190451.53581199999,184890.00097500000,82.18352000000000,15967.225234000000
10092,1725654118000,1725712434000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,14.350833000000000,2.055278000000000,1.1080559999999999,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6113200000000001,1.6148039999999999,0.00000000000000000000,0.00000000000000000000,1.7811889999999999,2.443399000000000,1.667205000000000,1.699605000000000,22093.1953120,21054.34765600,10.3663330000000,1908.839111000000,-24283854.51436700,41583.37651600000,963154.267075000,939775.930897000,445.922091000000,84998.6865750000
10091,1725620275000,1725654118000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,5.736944000000000,3.451111000000000,1.1280559999999999,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.592765000000000,1.5968950000000000,0.00000000000000000000,0.0000000000000000000,1.7896730000000001,2.4464700000000001,1.6754620000000000,1.7713960000000000,21630.68359400,20838.7265620,9.655834000000000,1824.6998289999999,-2900355.37526900,509988.86533800000,417188.670502000,404116.8347840000,175.65432500000000,33937.00618600000
10090,1725564688000,1725620275000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,11.44111100000000,7.286667000000000,1.343889000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.5863380000000000,1.5987640000000001,0.00000000000000000000,0.0000000000000000000,1.868857000000000,2.5563340000000001,1.7176760000000000,1.7863450000000001,21883.150391000,21128.162109000,9.965154999999999,1868.2513429999999,2089639.0674230000,27724.71855700000,806116.2483060000,785440.4312590000,357.8368740000000,68064.53198200000
10089,1725559046000,1725564688000,6799.32,,0,0,1.12,0.3547220000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10088,1725552890000,1725559046000,6799.08,,0,0,0.22694400000000001,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10087,1725493941000,1725552890000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,11.964167000000000,4.534722000000000,1.2438890000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.5506610000000001,1.5741369999999999,0.00000000000000000000,0.00000000000000000000,1.7997300000000001,2.464102000000000,1.8689960000000001,1.7901629999999999,21607.703125,21118.603516000,10.188704000000000,1933.0255130000000,-1069520.6848790001,35011.58389400000,821058.5609740000,799611.3061100000,372.57240200000001,71090.63049400000
10086,1725474191000,1725493941000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,3.569167000000000,3.527222000000000,0.985,0.3547220000000000,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.6141610000000000,1.6230640000000001,0.0000000000000000000,0.00000000000000000000,1.8339900000000000,2.402678000000000,1.728421000000000,1.759611000000000,21746.4453120,21031.828125,9.69909400000000,1848.0289310000001,512198.66584300000,-1442317.6599240000,254489.26010099999,246751.80072400000,109.69441800000000,21189.50625400000
10085,1725467957000,1725474191000,6799.44,,0,0,1.0094440000000000,0.3547220000000000,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10084,1725381682000,1725467957000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,22.139721999999999,5.296944000000000,1.1111110000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,150,150,200,0,,,1.5967640000000001,1.6016990000000000,0.0000000000000000000,0.00000000000000000000,1.8035410000000001,2.3571640000000000,1.7402660000000001,1.8044260000000001,21696.490234000,21938.603516000,10.152431999999999,1831.975342000000,-450778.82280199998,31653.475458000001,1231719.7778320001,1200980.7090050001,691.1269820000000,129030.21326400001
10083,1725380128000,1725381682000,3566.64,,0,0,0,0,p+,p+,0,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10082,1725349860000,1725380128000,6799.56,25ns_2352b_2340_2004_2133_108bpi_24inj,3.5444439999999999,30.198333000000002,1.1411110000000000,0.355,p+,p+,2352,2352,2340,2004,2133,1.2,1.2,10,2,160,160,200,0,,,1.6077210000000000,1.610655000000000,0.00000000000000000000,0.0000000000000000000,1.8517749999999999,2.391592000000000,1.8563510000000001,1.7858019999999999,21536.486328000,21457.404297000,9.851118000000000,1841.7371830000000,-801594.4066320000,-2482485.96440000,256513.7030030000,247850.75,110.23630000000000,21004.594702999999
