Run,Fill,LumiEosOld,Fill Start,Fill End,Energy [GeV],Filling Scheme,Stable B. time [h],Turnaround time [h],Injection time [h],Ramp time [h],Particle B1,Particle B2,# Bunches B1,# Bunches B2,# Coll. IP 1/5,# Coll. IP 2,# Coll. IP 8,beta* IP 1 [m],beta* IP 5 [m],beta* IP 2 [m],beta* IP 8 [m],Xing Angle IP 1 [urad],Xing Angle IP 5 [urad],Xing Angle IP 2 [urad],Xing Angle IP 8 [urad],Spectrometer IP 2 [urad],Spectrometer IP 8 [urad],Intensity B1 [1e11 ppb],Intensity B2 [1e11 ppb],Bnch Len B1 [ns],Bnch Len B2 [ns],Emittance B1 H [um],Emittance B1 V [um],Emittance B2 H [um],Emittance B2 V [um],ATLAS Peak Lumi [Hz/ub],CMS Peak Lumi [Hz/ub],ALICE Peak Lumi [Hz/ub],LHCb Peak Lumi [Hz/ub],Lumi Lifetime Start [h],Lumi Lifetime End [h],ATLAS Int. Lumi [1/nb],CMS Int. Lumi [1/nb],ALICE Int. Lumi [1/nb],LHCb Int. Lumi [1/nb],scale_x,Flux1_eos,Flux11_eos,Flux3_eos,Flux13_eos,Flux1_st,Flux11_st,Flux3_st,Flux13_st,FluxErr1_eos,FluxErr11_eos,FluxErr3_eos,FluxErr13_eos,FluxErr1_st,FluxErr11_st,FluxErr3_st,FluxErr13_st,nEvents,nTracks1,nTracks1Total,nTracks11,nTracks11Total,nTracks3,nTracks3Total,nTracks13,nTracks13Total,scale
7110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,1743.0,508.0,1654.0,400.0,1642.0,387.0,1549.0,100.0
7118,9242.0,0.038214000000000,1696982579000.0,1697013656000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,3.648056,5.526667,1.806944,0.355,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.1177,0.1188,0.00000,0.00000,2.412182,2.031323,3.660701,2.000946,0.005111,0.005539,0.005922,0.0006580000000000,11937.778432,13807.909848,0.041787,0.041307,0.045624,0.005597,100.0,17845.323538000001,17931.630566000000,17853.368234000001,17775.929302000000,16319.269124000000,16398.195550000000,16326.625872000001,16255.809181000001,402.0260260000000,405.278605000000,437.1026430000000,579.4433120000000,367.6465090000000,370.6209420000000,399.7235270000000,529.8918420000000,28657635.0,5493.0,11628.0,6041.0,10959.0,4932.0,10987.0,4898.0,10343.0,100.0
7125,9245.0,0.0474060000000000,1697020271000.0,1697049536000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,4.879444,6.676389,2.392222,0.355,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.124875,0.117877,0.00000,0.00000,2.586349,2.307563,3.894886,2.235153,0.004956,0.005248,0.005576,0.000533,12818.860806,17452.373714,0.050612,0.048246,0.053456,0.005748,100.0,17427.933359999999,17548.29216100000,17385.236269000001,17283.712113000001,16324.010259000001,16436.745272000000,16284.01769500000,16188.924298000000,392.62167600000,396.6135160000000,425.640164000000,563.3975460000000,367.75216799999998,371.4911560000000,398.67919300000000,527.7107240000000,33316012.0,6655.0,14007.0,7334.0,13311.0,5958.0,13293.0,5908.0,12576.0,100.0
7127,9246.0,0.0492940000000000,1697049536000.0,1697076162000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,4.738611,2.861944,1.663889,0.354722,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.126545,0.128717,0.00000,0.00000,2.480665,2.258514,3.72639,2.13299,0.005649,0.005939,0.00636,0.000697,11766.389939,14810.225152,0.053451,0.051794,0.057888,0.007548,100.0,16966.86716500000,16912.919094000001,16828.73333400000,16824.22248000000,15647.429779000000,15597.67700800000,15520.03799900000,15515.87793300000,382.23457100000002,382.2532730000000,412.0153480000000,548.4195000000000,352.5098980000000,352.52714500000002,379.974757000000,505.771368000000,34032959.0,6737.0,14514.0,7350.0,13626.0,5997.0,13656.0,5980.0,12926.0,100.0
7131,9247.0,0.0552940000000000,1697076162000.0,1697110752000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,6.618611,3.122222,1.9975,0.355,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.122627,0.123277,0.00000,0.00000,2.577902,2.347694,3.817167,2.259153,0.004999,0.005268,0.005621,0.000558,12762.664621,22240.312044,0.061305,0.057747,0.063763,0.007318,100.0,17254.388136000001,17281.051699000000,17124.24415800000,17113.142593000000,15562.532580999999,15586.581684999999,15445.14969300000,15435.136677000000,388.7112270000000,390.57287000000002,419.2495720000000,557.8368920000000,350.5966760000000,352.27577900000000,378.1406260000000,503.138954000000,39082276.0,7685.0,16371.0,8424.0,15506.0,6845.0,15565.0,6823.0,14741.0,100.0
7144,9254.0,0.0082270000000000,1697205738000.0,1697289950000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,0.612222,9.201944,1.603333,0.354722,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.12339,0.123438,0.00000,0.00000,2.488052,2.129423,3.749268,2.129184,0.005368,0.0057,0.006159,0.000633,5015.930199,5015.930199,0.00889,0.0088510000000000,0.010269,0.000893,100.0,20402.465144999998,20337.33737500000,20093.52473200000,20060.955785999999,18880.22776700000,18819.959211000001,18594.33754200000,18564.198580000000,459.65950199999997,459.67381999999998,491.9742410000000,653.9480690000000,425.3640940000000,425.3773430000000,455.2678150000000,605.1567010000000,19272715.0,1352.0,2911.0,1475.0,2760.0,1195.0,2751.0,1190.0,2637.0,100.0
7150,9256.0,0.0208820000000000,1697291879000.0,1697318546000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,1.385278,20.6225,1.778056,0.355,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.1278740000000000,0.127364,0.00000,0.00000,2.53971,2.234097,3.812276,2.167007,0.005527,0.005518,0.006302,0.000638,9195.492825,9195.492825,0.021976,0.021783,0.024951,0.00269,100.0,17288.469837000001,17246.54094800000,17269.726234000002,17400.51699700000,16427.74883900000,16387.907415000001,16409.938403000000,16534.217637999998,389.48723000000001,389.80037299999998,422.8197580000000,567.2107070000000,370.0962810000000,370.3938340000000,401.7693210000000,538.971645000000,15935167.0,2908.0,6125.0,3175.0,5811.0,2607.0,5858.0,2620.0,5513.0,100.0
7157,9258.0,0.0232010000000000,1697321510000.0,1697356092000.0,6799.56,50ns_1240b_1088_1088_398_56bpi_PbPb,1.543889,9.496111,4.6775,0.355,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.12383,0.125278,0.00000,0.00000,2.540787,2.367415,3.753166,2.212121,0.005207,0.005515,0.005888,0.000685,9936.64401,9936.64401,0.023427,0.02339,0.0251430000000000,0.003098,100.0,17572.631505000001,17600.794579000001,17314.602797000000,17353.19295300000,17402.785588999999,17430.6764570000,17147.250822999998,17185.467992000002,395.8874950000000,397.805643000000,423.9170970000000,565.6670779999999,392.06109700000002,393.9607060000000,419.8197830000000,560.1996990000000,17137762.0,3284.0,6903.0,3600.0,6520.0,2904.0,6522.0,2903.0,6239.0,100.0
7160,9260.0,0.0147160000000000,1697356116000.0,1697389676000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,0.913889,4.9175,1.685,0.354722,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.123779,0.1238290000000000,0.00000,0.00000,2.535607,2.322198,3.780605,2.184367,0.005186,0.005511,0.005956,0.000697,9046.578567,9046.578567,0.014115,0.014222,0.015394,0.001854,100.0,17378.169193999998,17373.480552000001,16929.057541999999,16944.36096500000,18118.34965100000,18113.46130700000,17650.10919000000,17666.064425000000,391.5135020000000,392.6743640000000,414.4850020000000,552.3457650000000,408.18905799999999,409.3993650000000,432.1389730000000,575.8715770000000,13892713.0,2060.0,4328.0,2254.0,4112.0,1801.0,4094.0,1798.0,3884.0,100.0
7167,9263.0,0.0434850000000000,1697403044000.0,1697438739000.0,6799.44,50ns_1240b_1088_1088_398_56bpi_PbPb,4.342222,11.365,1.4925,0.355,PB82,PB82,1240.0,1240.0,1088.0,1088.0,398.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.116137,0.117366,0.00000,0.00000,2.299087,2.187521,3.739497,2.089831,0.0036260000000000,0.003644,0.0035210000000000,0.000647,23516.753336,14753.627046,0.045708,0.043174,0.0458590000000000,0.006532,100.0,16846.689987999998,16913.29000100000,16754.61895600000,16670.175650000001,16027.496641000000,16090.858137000,15939.902689000000,15859.565554000001,379.52796999999998,382.2623360000000,410.20160700000002,543.3986480000000,361.0729040000000,363.6743070000000,390.2549930000000,516.9751460000000,32602775.0,5901.0,12696.0,6484.0,12005.0,5267.0,12030.0,5227.0,11276.0,100.0
7178,9267.0,0.0102130000000000,1697458915000.0,1697473078000.0,6799.44,50ns_960b_880_880_208_40bpi_24inj_PbPb,0.723611,11.942222,1.541389,0.355,PB82,PB82,960.0,960.0,880.0,880.0,208.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.1322880000000000,0.132689,0.00000,0.00000,2.397649,2.13703,3.727619,2.058194,0.004161,0.005525,0.005785,0.000564,3053656.194104,3053656.194104,0.009016,0.008861,0.0088440000000000,0.001257,100.0,17005.693409000000,17014.982852000001,16727.300373999999,16974.045029000001,19263.540487999999,19274.063290999999,18948.18519100000,19227.69015000000,383.13063499999998,384.5794910000000,409.5539440000000,553.3197430000000,433.9989160000000,435.64013599999998,463.930449000000,626.784043000000,7005802.0,1399.0,3042.0,1532.0,2846.0,1235.0,2835.0,1250.0,2728.0,100.0
7183,9268.0,0.043884000000000,1697473078000.0,1697500922000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,4.749444,2.826944,1.699167,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.13091,0.138257,0.00000,0.00000,2.436346,2.181733,3.757638,2.045314,0.005105,0.005468,0.005744,0.000594,21210.044616,15546.001813,0.046402,0.044666,0.047118,0.006691,100.0,17089.569636000000,17118.793978000002,16867.064622000,16774.589878999999,16162.347293999999,16189.98602200000,15951.914651999999,15864.457275000001,384.99949700000002,386.9068700000000,412.95450000000000,546.8021700000000,364.1107240000000,365.91460999999998,390.5489840000000,517.1345300000000,30818211.0,6041.0,12927.0,6623.0,12252.0,5351.0,12246.0,5308.0,11558.0,100.0
7187,9269.0,0.0085990000000000,1697500922000.0,1697513845000.0,6799.32,50ns_961b_880_880_209_40bpi_25inj_PbPb,0.678889,2.966389,1.758333,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.134282,0.1322310000000000,0.00000,0.00000,2.572862,2.217791,3.776329,2.134389,0.004916,0.00532,0.0054160000000000,0.000557,9843.254218,9843.254218,0.008581,0.008373,0.008281,0.001155,100.0,17237.49658700000,17226.980543999998,17035.23362700000,16804.913901000000,17274.231019999999,17263.69256700000,17071.537023000001,16840.72646800000,388.3577520000000,389.375452000000,417.0981130000000,547.8105250000000,389.1853720000000,390.2052420000000,417.98698100000001,548.9779510000000,6020208.0,1194.0,2470.0,1306.0,2360.0,1059.0,2389.0,1042.0,2253.0,100.0
7191,9270.0,0.0455150000000000,1697513845000.0,1697541935000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,4.832222,3.021944,1.6125,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.138222,0.137347,0.00000,0.00000,2.465528,2.13205,3.717257,2.058125,0.005406,0.005883,0.006086,0.000603,25734.599799,13567.58729,0.047833,0.046183,0.0484140000000000,0.006755,100.0,17216.61111000000,17250.766404000002,16937.604592000000,16920.261058000000,16382.17907400000,16414.67897400000,16116.695077000000,16100.192126000000,387.8612580000000,389.88936899999999,414.6812650000000,551.550405000000,369.0629090000000,370.9927240000000,394.5830400000000,524.8185860000000,31826669.0,6312.0,13424.0,6922.0,12625.0,5573.0,12609.0,5553.0,11927.0,100.0
7196,9271.0,0.0421700000000000,1697541935000.0,1697580091000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,4.711389,5.948056,1.8425,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.130806,0.132081,0.00000,0.00000,2.486082,2.115558,3.793276,2.089795,0.004905,0.005155,0.005437,0.000559,16745.229404,15889.069429,0.044729,0.043052,0.045361,0.006286,100.0,17752.12702900000,17785.334987999999,17533.27569800000,17400.813515000002,16736.337377000000,16767.64515200000,16530.008878000001,16405.126278000000,399.9258220000000,401.97156799999999,429.26528100000002,567.2152300000000,377.0417740000000,378.9704620000000,404.70240899999999,534.7587610000000,29474660.0,6030.0,12493.0,6612.0,11823.0,5345.0,11919.0,5291.0,11247.0,100.0
7204,9273.0,0.030532000000000,1697588648000.0,1697612604000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,2.778056,5.440556,1.448611,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,170.0,-135.0,71.28,139.38,0.135609,0.135211,0.00000,0.00000,2.451109,2.137233,3.707091,2.066656,0.0052380000000000,0.005534,0.005873,0.000577,22498.576117,14667.003865,0.032319,0.031227,0.0327330000000000,0.004457,100.0,17455.97939400000,17372.165354000001,17320.87779500000,17347.292319000000,16490.55500700000,16411.376404999999,16362.925368000000,16387.879003999999,393.2567090000000,392.6358070000000,424.0678010000000,565.4725350000000,371.5071630000000,370.92060099999998,400.6142100000000,534.1983820000000,21555001.0,4293.0,9130.0,4676.0,8539.0,3823.0,8610.0,3819.0,8135.0,100.0
7227,9279.0,0.0103680000000000,1697736587000.0,1697752970000.0,6799.56,50ns_451b_394_394_161_56bpi_11inj_3INDIV_PbPb,1.949722,37.748333,1.106389,0.355,PB82,PB82,451.0,451.0,394.0,394.0,161.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.13348,0.1376170000000000,0.00000,0.00000,2.41845,2.175255,3.797416,2.111337,0.00221,0.0023260000000000,0.002533,0.000315,8586.099728,8586.099728,0.011075,0.010866,0.012404,0.0017950000000000,100.0,21110.92136200000,20842.3159740000,20414.0217910000,20292.66859600000,19762.45418000000,19511.006051000000,19110.06930300000,18996.46758400000,475.6126630000000,471.0805220000000,499.8137220000000,661.4958170000000,445.23274500000002,440.99009500000000,467.8879530000000,619.2425500000001,9230853.0,1763.0,3580.0,1905.0,3386.0,1530.0,3437.0,1517.0,3215.0,100.0
7237,9281.0,0.0456480000000000,1697762226000.0,1697794112000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,5.923056,5.606111,1.922778,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.1321510000000000,0.131767,0.00000,0.00000,2.597531,2.320871,3.914839,2.175662,0.004616,0.004799,0.004971,0.000548,16517.230804,19228.571056,0.050259,0.047721,0.050122,0.007245,100.0,18246.205145000000,18398.28285900000,18058.03184100000,18016.4060480000,16572.050469999998,16710.17450800000,16401.142739999999,16363.33626300000,411.0558980000000,415.8243240000000,442.1121170000000,587.2811690000000,373.34004700000003,377.6709530000000,401.54674699999998,533.3960180000000,33775891.0,6709.0,13971.0,7404.0,13266.0,5959.0,13456.0,5930.0,12694.0,100.0
7241,9282.0,0.0513220000000000,1697794112000.0,1697825128000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,5.896667,2.729444,1.545833,0.354722,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.141457,0.1470260000000000,0.00000,0.00000,2.462124,2.152849,3.802988,2.103256,0.00368,0.003639,0.003561,0.000868,48360.839958,16249.161963,0.055984,0.0539510000000000,0.055714,0.012184,100.0,18004.39697000000,18110.174728000002,18072.224404000001,18086.3150770000,16505.03282800000,16602.001660999998,16567.21175200000,16580.128986000000,405.6077850000000,409.3121970000000,442.4589030000000,589.5594620000001,371.8297150000000,375.225633000000,405.6119580000000,540.4623260000000,37751478.0,7443.0,15939.0,8194.0,15089.0,6705.0,15154.0,6693.0,14282.0,100.0
7243,9283.0,0.0135600000000000,1697825128000.0,1697845827000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,1.112778,2.564444,1.505556,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.147234,0.1473610000000000,0.00000,0.00000,2.520111,2.150637,3.825476,2.121209,0.003626,0.003585,0.003631,0.0004480000000000,-767610.074423,-767610.074423,0.014424,0.013786,0.013571,0.001111,100.0,19244.53419200000,19340.096713999999,18994.88357700000,19227.873114000002,18091.696626000001,18181.534506000000,17857.001251000002,18076.033625000000,433.5605030000000,437.1232280000000,465.06324300000000,626.7821010000000,407.5882020000000,410.93750399999999,437.2037810000000,589.2349230000000,12238381.0,2102.0,4517.0,2312.0,4268.0,1862.0,4271.0,1880.0,4050.0,100.0
7247,9284.0,0.0137010000000000,1697845827000.0,1697859440000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,1.193333,4.620556,1.575278,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.146602,0.148792,0.00000,0.00000,2.538071,2.149933,3.934805,2.112285,0.005595,0.005821,0.006122,0.000449,289443.528194,289443.528194,0.014667,0.014128,0.013989,0.001097,100.0,19390.863656000001,19066.607973999999,18950.903470000001,19100.90681600000,18113.600289000002,17810.703114000000,17702.619989999999,17842.742714000000,436.8567990000000,430.9419300000000,463.986286000000,622.6432490000000,408.0813300000000,402.556070000000,433.42381599999999,581.6301500000000,10310309.0,2140.0,4457.0,2303.0,4270.0,1877.0,4285.0,1887.0,4075.0,100.0
7251,9285.0,0.0522280000000000,1697859440000.0,1697889361000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,5.996111,2.329722,1.3825,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.148549,0.1490490000000000,0.00000,0.00000,2.483483,2.110098,3.836318,2.093291,0.005895,0.006174,0.006421,0.000475,50097.778092,17142.161673,0.05694,0.054939,0.057113,0.0034070000000000,100.0,18507.14389200000,18280.09503700000,18155.772359999999,18114.87842400000,16975.760333999999,16767.498758999998,16653.4632280000,16615.95308300000,416.9335560000000,413.1524740000000,444.5042710000000,590.4904630000000,382.4341650000000,378.96595000000002,407.7235260000000,541.6300120000000,37819313.0,7786.0,16228.0,8417.0,15419.0,6855.0,15347.0,6822.0,14502.0,100.0
7258,9288.0,0.0556200000000000,1697897148000.0,1697930487000.0,6799.44,50ns_1081b_960_960_289_40bpi_28inj_PbPb,6.778056,4.635278,1.584167,0.354722,PB82,PB82,1081.0,1081.0,960.0,960.0,289.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.139836,0.140651,0.00000,0.00000,2.450046,2.103615,0.992169,1.60861,0.003533,0.003654,0.003591,0.000616,58035.617541,14172.73578,0.061362,0.058507,0.061301,0.005828,100.0,17309.54939500000,17347.043140000002,17155.738499999999,17184.936645999998,15689.698367999999,15723.683397000001,15550.281304000000,15576.747047999999,389.9538680000000,392.0643130000000,420.0206030000000,560.1771230000001,353.46145799999999,355.3744050000000,380.7145070000000,507.75499100000002,39827087.0,7755.0,16544.0,8506.0,15675.0,6898.0,15720.0,6892.0,14885.0,100.0
7263,9289.0,0.0437030000000000,1697930487000.0,1697962280000.0,6799.44,50ns_1081b_960_960_289_40bpi_28inj_PbPb,4.053333,2.581111,1.682778,0.354722,PB82,PB82,1081.0,1081.0,960.0,960.0,289.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.1448100000000000,0.145479,0.00000,0.00000,2.493362,2.113707,0.987844,1.597868,0.003774,0.003626,0.003602,0.000643,189897.338841,12923.386851,0.04727,0.045333,0.046907,0.004677,100.0,17305.469746999999,17600.028135000000,17339.149582999999,17279.059029000000,15999.50664000000,16271.836079000001,16030.644815000000,15975.089015000000,389.8633130000000,397.7832470000000,424.5123510000000,563.2462510000000,360.44214699999998,367.7644000000000,392.4763840000000,520.7406830000000,32280342.0,6092.0,13108.0,6781.0,12455.0,5478.0,12543.0,5445.0,11778.0,100.0
7268,9291.0,0.0569770000000000,1697975848000.0,1698007173000.0,6799.44,50ns_1081b_960_960_289_40bpi_28inj_PbPb,6.510833,8.125278,1.601111,0.355,PB82,PB82,1081.0,1081.0,960.0,960.0,289.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.14729,0.146214,0.00000,0.00000,2.421578,2.081645,1.014679,1.584162,0.003656,0.003608,0.0037800000000000,0.000656,223093.06477,15349.710512,0.062519,0.0599090000000000,0.062224,0.006061,1.0,17543.532240000000,17439.368038000001,17229.47802700000,17192.60143800000,15988.24699400000,15893.317252000001,15702.034602000000,15668.42723000000,395.7033740000000,394.5866160000000,422.3163910000000,560.7963840000000,360.623117000000,359.6053630000000,384.8768130000000,511.0801510000000,40553485.0,805157.0,1714481.0,875988.0,1610171.0,709665.0,1608891.0,706328.0,1521275.0,1.0
7272,9292.0,0.0584320000000000,1698007173000.0,1698047641000.0,6799.44,50ns_1081b_960_960_289_40bpi_28inj_PbPb,8.149167,3.091111,2.190833,0.355,PB82,PB82,1081.0,1081.0,960.0,960.0,289.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.132601,0.140051,0.00000,0.00000,5.601205,4.073001,0.9697,1.6412,0.00357,0.003625,0.003566,0.000553,30078.976864,23120.945183,0.065273,0.0612900000000000,0.062723,0.005777,100.0,17678.89832700000,17736.96957100000,17542.042207999999,17520.739130999998,15826.112440000001,15878.09769400000,15703.59913100000,15684.528661000000,398.27430900000002,400.8768070000000,429.4780430000000,571.1230130000000,356.5343210000000,358.86407100000002,384.4678370000000,511.2681150000000,42675321.0,8321.0,17689.0,9137.0,16722.0,7410.0,16736.0,7382.0,15802.0,100.0
7278,9294.0,0.0450120000000000,1698059316000.0,1698090341000.0,6799.44,50ns_1081b_960_960_289_40bpi_28inj_PbPb,5.606944,6.247222,2.206389,0.355,PB82,PB82,1080.0,1080.0,960.0,960.0,288.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.1265450000000000,0.131562,0.00000,0.00000,2.603586,2.322869,3.87263,2.243648,0.004004,0.00359,0.00354,0.000486,17640.108039,18392.667613,0.049816,0.046887,0.050159,0.003834,100.0,17629.35772600000,17569.24998900000,17458.494113000001,17444.892414999998,15929.429134000000,15875.1173470000,15775.04121800000,15762.751077000001,397.1596660000000,397.0874640000000,427.4340170000000,568.6517410000000,358.8631450000000,358.7979050000000,386.218261000000,513.8189230000000,32394135.0,6392.0,13316.0,6972.0,12672.0,5681.0,12797.0,5662.0,12084.0,100.0
7298,9302.0,0.0489100000000000,1698192187000.0,1698226066000.0,6799.44,50ns_960b_880_880_208_40bpi_24inj_PbPb,6.614722,2.607222,1.669444,0.354722,PB82,PB82,960.0,960.0,880.0,880.0,208.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.135379,0.136471,0.00000,0.00000,2.472917,2.205937,3.818326,2.103874,0.003526,0.0036260000000000,0.003605,0.00042,18371.592246,22982.539699,0.054063,0.052425,0.050399,0.003009,100.0,17658.552456000001,17637.151064000001,17399.29657100000,17469.602031999999,15975.489002000000,15956.127409999999,15740.943190000000,15804.54773000000,397.8168760000000,398.6216490000000,425.9842120000000,569.4568180000000,359.9003460000000,360.6284150000000,385.3830100000000,515.1810230000000,35627620.0,6957.0,14678.0,7605.0,13887.0,6152.0,13951.0,6161.0,13133.0,100.0
7308,9305.0,0.0466370000000000,1698246540000.0,1698280065000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,6.614167,8.578056,1.742778,0.354722,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.1302070000000000,0.1329300000000000,0.00000,0.00000,2.433338,2.073616,3.7634,2.026937,0.003546,0.0037660000000000,0.0035250000000000,0.000378,17234.775232,15599.575653,0.051789,0.05034,0.052452,0.003324,100.0,17483.938259999999,17599.51898400000,17274.66976900000,17247.764751999999,15744.465350000000,15848.546974999999,15556.01693100000,15531.788688000001,393.8834490000000,397.77137900000002,422.93331699999999,562.2258530000000,354.69607700000000,358.1971980000000,380.8557810000000,506.2901350000000,34177997.0,6568.0,14059.0,7236.0,13327.0,5824.0,13132.0,5800.0,12481.0,100.0
7310,9306.0,0.0457330000000000,1698280065000.0,1698313392000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,6.598889,2.564444,1.540278,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.1270130000000000,0.1310690000000000,0.00000,0.00000,2.40132,2.206386,3.746703,2.131009,0.003552,0.003592,0.00354,0.00036,14128.865997,19916.616137,0.050826,0.0491710000000000,0.050928,0.002572,100.0,17926.983488999998,17803.267929000001,17733.82079900000,17743.077861999998,16130.708054000001,16019.388736000001,15956.900175999999,15965.22968600000,403.8644730000000,402.3764060000000,434.17460599999998,578.3715460000000,363.3974400000000,362.0584770000000,390.6705120000000,520.4189860000000,33688927.0,6604.0,13752.0,7178.0,13035.0,5863.0,13093.0,5851.0,12438.0,100.0
7319,9309.0,0.0468630000000000,1698326865000.0,1698360549000.0,6799.44,50ns_961b_880_880_209_40bpi_25inj_PbPb,6.226944,6.965,1.701111,0.355,PB82,PB82,961.0,961.0,880.0,880.0,209.0,0.5,0.5,0.5,1.5,170.0,170.0,-170.0,-135.0,71.28,139.38,0.132434,0.134383,0.00000,0.00000,2.446351,2.084881,3.801379,2.076368,0.004795,0.005165,0.0035610000000000,0.00039,15826.937026,19309.602998,0.051739,0.050574,0.051032,0.002755,100.0,17889.435422999999,17809.66655700000,17769.64059000000,17661.492688999999,16203.581498000000,16131.32984400000,16095.07581900000,15997.11949600000,403.0184460000000,402.52088900000001,435.0514160000000,575.7120220000000,365.03903400000002,364.5883660000000,394.053300000000,521.4584160000001,34161676.0,6753.0,14255.0,7358.0,13532.0,6020.0,13611.0,5968.0,12833.0,100.0
